slno,refno,text,en_dmt,ta_gmt
19,vetalkatha_vetalkatha_L19,"यदा एतस्य दर्पणस्य आवश्यकता न अस्ति इति भवान् चिन्तयिष्यति, तदा एतम् मह्यम् प्रत्यर्पयतु"" इति।","""When you think that this mirror is no longer needed, then return it to me.""  ",
20,vetalkatha_vetalkatha_L20,राजकुमारः शिवदत्तः गुरुणा दत्तम् दर्पणम् स्वीकृत्य तस्मै कृतज्ञताः समर्प्य ततः सिंहपुरम् गतवान्।,"Prince Śivadatta, having accepted the mirror given by the teacher, offered his gratitude to him, and then went to Siṃhapura.  ",
21,vetalkatha_vetalkatha_L21,कांश्चन मासान् यावत् सुखेन कालयापनम् कृतवान् च।,"And for some months, he happily spent his time.  ",
22,vetalkatha_vetalkatha_L22,केषाञ्चित् मासानाम् अनन्तरम् सः पितुः इच्छानुसारम् सिंहासनम् आरूढवान्।,"After some months, he ascended the throne according to his father's wish.  ",
23,vetalkatha_vetalkatha_L23,"कदाचित् सिंहलदेशतः वीरभूपतिनामकः मल्लयोधः, धीरसिंहनामकः खड्गविद्यानिपुणः, भूपालसिंहनामकः धनुः विद्यानिपुणः च सिंहपुरम् आगतवन्तः।","Once upon a time, from the land of Siṃhala, a wrestler named Vīrabhūpati, a swordsman skilled in swordplay named Dhīrasiṃha, and an archer skilled in archery named Bhūpālasiṃha came to Siṃhapura.  ",
24,vetalkatha_vetalkatha_L24,"ते राज्ञः शिवदत्तस्य दर्शनम् प्राप्य प्रार्थितवन्तः - ""महाराज! अस्मासु त्रिषु कः शक्तिमान् इति वक्तुम् कोऽपि न शक्तः।","Having obtained an audience with that King Śivadatta, they entreated him: ""Great King! No one is able to say which of the three of us is the most powerful.""  ",
25,vetalkatha_vetalkatha_L25,'भवतः सकाशे अपूर्वः दर्पणः अस्ति।,You have a novel mirror.  ,
26,vetalkatha_vetalkatha_L26,तस्य दर्पणस्य साहाय्येन भवान् क्लिष्टाः अपि समस्याः परिहरिष्यति' इति ज्ञात्वा वयम् अत्र आगताः स्मः।,"Knowing that ""with the help of that mirror, you will overcome even difficult problems,"" we have come here.  ",
27,vetalkatha_vetalkatha_L27,"अस्मासु कः बलवान् इति कृपया वदतु भवान्"" इति।","""Please tell me, who among us is the stronger one?""  ",
28,vetalkatha_vetalkatha_L28,युद्धविद्याः आयोज्य तेषाम् त्रयाणाम् अपि अपूर्वम् नैपुण्यम् प्रत्य़क्षम् दृष्टवान् शिवदत्तः।,"Having organized the arts of war, Śivadatta directly saw the unprecedented skill of those three.  ",
29,vetalkatha_vetalkatha_L29,"अनन्तरम् सः तान् त्रीन् अपि दर्पणस्य पुरतः स्थापयित्वा दर्पणम् उद्दिश्य उक्तवान् - ""एतेषु त्रिषु शूरतमः कः इति वदतु भवान्"" इति।","After that, having placed all three of them in front of the mirror, he said to the mirror, ""Tell me, who is the bravest of these three?""  ",
30,vetalkatha_vetalkatha_L30,किन्तु दर्पणतः किमपि उत्तरम् न आगतम्।,But no answer came from the mirror.  ,
31,vetalkatha_vetalkatha_L31,एतस्मात् शिवदत्तः नितराम् चकितः अभवत्।,"From this, Śivadatta was exceedingly astonished.  ",
32,vetalkatha_vetalkatha_L32,'अपूर्वः दर्पणः अपि अस्माकम् समस्याम् परिहर्तुम् अशक्तः' इति चिन्तया एव ते त्रयः अपि ततः निर्गताः।,"Thinking, ""Even a novel mirror is unable to solve our problem,"" the three of them left from there.  ",
33,vetalkatha_vetalkatha_L33,कानिचन दिनानि अतीतानि।,Some days passed.  ,
34,vetalkatha_vetalkatha_L34,कोसलदेशतः सोमसुन्दरः विजयदेवः च शिवदत्तस्य समीपम् आगतवन्तौ।,"From the country of Kosala, Somasundara and Vijayadeva came to the vicinity of Śivadatta.  ",
35,vetalkatha_vetalkatha_L35,तौ उभौ अपि मल्लयुद्धनिपुणौ आस्ताम्।,Both of them were skilled in wrestling.  ,
36,vetalkatha_vetalkatha_L36,तयोः कः निपुणतरः इति समस्या।,Which of the two is more skilled? This is the question.  ,
37,vetalkatha_vetalkatha_L37,यतः मल्लयुद्धस्पर्धायाम् ताभ्याम् बहुवारम् भागः ऊढः आसीत्।,Because they had participated many times in wrestling competitions.  ,
38,vetalkatha_vetalkatha_L38,सर्वदा उभौ अपि समानशक्तिमन्तौ इत्येव निर्णयः जातः आसीत्।,It was always decided that both were equally powerful.  ,
39,vetalkatha_vetalkatha_L39,"शिवदत्तः अपूर्वम् दर्पणम् उद्दिश्य पृष्टवान् - ""हे दर्पण! सोमसुन्दरविजयदेवयोः शूरतरः कः?"" इति।","Śivadatta, referring to the extraordinary mirror, asked: ""O mirror! Who is more heroic, Somasundara or Vijayadeva?""  ",
40,vetalkatha_vetalkatha_L40,"अपरक्षणे एव दर्पणः उत्तरम् उक्तवान् - ""विजयदेवः"" इति।","In another moment, the mirror spoke the answer: ""Vijayadeva.""  ",
41,vetalkatha_vetalkatha_L41,"अपूर्वस्य दर्पणस्य सामर्थ्यम् किञ्चित् अपि न्यूनम् न जातम् इति सन्तुष्टः शिवदत्तः पुनरपि दर्पणम् पृष्टवान् - ""विजयदेवः कथम् सोमसुन्दरात् शक्तिमान्?"" इति।","Satisfied that the power of the unprecedented mirror had not diminished in the slightest, Śivadatta again asked the mirror: ""How is Vijayadeva more powerful than Somasundara?""  ",
42,vetalkatha_vetalkatha_L42,"तदा दर्पणेन उक्तम् - ""केनचित् मान्त्रिकेण दत्तम् तायकम् स्वभुजे बद्धवान् अस्ति सोमसुन्दरः।","Then the mirror said: ""Some magician has tied a *tāyaka* charm, given [to him], on his own arm; [that is] Somasundara.""  ",
43,vetalkatha_vetalkatha_L43,"अतः सः सर्वविषयेषु अपि जयम् प्राप्नुवन् अस्ति"" इति।","Therefore, he is obtaining victory in all matters.  ",
44,vetalkatha_vetalkatha_L44,एतस्य वचनस्य श्रवणमात्रेण दर्पणस्य पुरतः स्थितवतः सोमसुन्दरस्य मुखम् कान्तिहीनम् जातम्।,"At the mere hearing of these words, the face of Somasundara, who was standing in front of the mirror, became devoid of radiance.  ",
45,vetalkatha_vetalkatha_L45,वस्तुस्थितेः ज्ञानात् कुपितः विजयदेवः सोमसुन्दरस्य भुजे बद्धम् तायकम् बलात् निष्कास्य क्षिप्तवान्।,"Vijayadeva, angered by the knowledge of the true situation, forcefully removed the amulet tied to Somasundara's arm and threw it away.  ",
46,vetalkatha_vetalkatha_L46,अनन्तरम् तयोः मल्लयुद्धार्थम् सर्वाः व्यवस्थाः कल्पितवान् शिवदत्तः।,"After that, Śivadatta arranged all the preparations for their wrestling match.  ",
47,vetalkatha_vetalkatha_L47,अपूर्वस्य दर्पणस्य वचनानि वास्तविकानि इति निरूपयन् इव विजयदेवः बलात् सोमसुन्दरम् प्रताड्य अधः पातितवान्।,"As if demonstrating that the words of the unique mirror were true, Vijayadeva forcibly struck Somasundara, causing him to fall down.  ",
48,vetalkatha_vetalkatha_L48,रत्नपुरम् वज्रपुरम् च सिंहपुरस्य प्रतिवेशिराज्यद्वयम्।,Ratnapura and Vajrapura are two neighboring kingdoms of Simhapura.  ,
49,vetalkatha_vetalkatha_L49,तत् राज्यद्वयम् सिंहपुरस्य सामन्तराज्यम् अपि।,That kingdom was also a vassal state of Siṃhapura.  ,
50,vetalkatha_vetalkatha_L50,"रत्नपुरस्य राजकुमारी विजयमाधवी, वज्रपुरस्य राजकुमारी चन्द्रकला च अप्रतिमसुन्दर्य़ौ इति श्रुतवान् आसीत् शिवदत्तः।","Śivadatta had heard that Vijayamādhavī, the princess of Ratnapura, and Candrakalā, the princess of Vajrapura, were of unparalleled beauty.  ",
51,vetalkatha_vetalkatha_L51,सः तयोः उभयोः अपि भावचित्रम् आनाय्य दृष्टवान्।,He brought to mind the mental image of both of them and saw it.  ,
52,vetalkatha_vetalkatha_L52,उभे अपि सौन्दर्येण समाने आस्ताम्।,Both were equal in beauty; both remained.  ,
53,vetalkatha_vetalkatha_L53,तयोः मध्ये सुन्दरतरा का इति निर्णेतुम् अशक्तः शिवदत्तः तयोः मातापितृभ्यः वार्ताम् प्रेषितवान् यत् – पुत्र्या सह सिंहपुरम् आगच्छन्तु इति।,"Unable to decide which of the two was more beautiful, Śivadatta sent word to their parents, saying, ""Come to Siṃhapura with your daughters.""  ",
54,vetalkatha_vetalkatha_L54,अनन्तरदिने एव सामन्तराजौ उभौ अपि राजकुमारीभ्याम् सह सिंहपुरम् आगतवन्तौ।,"The very next day, both vassal kings arrived at Siṃhapura with the two princesses.  ",
55,vetalkatha_vetalkatha_L55,शिवदत्तः अतिथिगृहे तेषाम् वसतिव्यवस्थाम् कल्पितवान्।,Śivadatta arranged their lodging in the guest house.  ,
56,vetalkatha_vetalkatha_L56,"कदाचित् सायङ्कालसमये शिवदत्तः सामन्तराजौ दृष्ट्वा उक्तवान् - ""मम आह्वानम् पुरस्कृत्य भवन्तौ अत्र आगतवन्तौ इति यत् तेन अहम् सन्तुष्टः अस्मि।","Once, in the evening, Śivadatta, having seen the two feudatory kings, said: ""I am pleased that you have come here honoring my invitation.""  ",
57,vetalkatha_vetalkatha_L57,भवतः अत्र आह्वानस्य कारणम् एतावता एव भवद्भ्याम् ऊहितम् स्यात् अपि।,The reason for summoning you here has probably been guessed by both of you.  ,
58,vetalkatha_vetalkatha_L58,तथापि स्पष्टज्ञानार्थम् अहम् वदिष्यामि।,"Nevertheless, I will speak for the sake of clear knowledge.  ",
59,vetalkatha_vetalkatha_L59,राजकुमार्योः विजयमाधवीचन्द्रकलयोः भावचित्रदर्शनात् अपि सुन्दरतरा का इति अहम् निर्णेतुम् अशक्तः जातः अहम्।,"I am unable to decide which of the two princesses, Vijayā and Mādhavīcandrakalā, is more beautiful, even from seeing their portraits.  ",
60,vetalkatha_vetalkatha_L60,इदानीम् अहम् विजयमाधवीम् चन्द्रकलाम् च प्रत्यक्षम् पश्यन् अस्मि।,"Now, I am directly seeing Vijayamādhavī and Chandrakalā.  ",
61,vetalkatha_vetalkatha_L61,तथापि एतयोः का सुन्दरतरा इति अहम् निर्णेतुम् न शक्नोमि।,"Nevertheless, I am unable to decide which of these two is more beautiful.  ",
62,vetalkatha_vetalkatha_L62,अतः एतस्याः समस्यायाः परिहारम् अपूर्वदर्पणस्य साहाय्येन प्राप्तुम् शक्नुमः वयम्।,"Therefore, we can obtain a solution to this problem with the help of Apurvadarpana.  ",
63,vetalkatha_vetalkatha_L63,"राजकुमार्योः दर्पणस्य पुरतः तिष्ठतः चेत् सौन्दर्यवती का इति अपूर्वदर्पणः वदिष्यति"" इति।","If the princesses stand in front of the mirror, the wondrous mirror will say, ""Who is the most beautiful?""  ",
64,vetalkatha_vetalkatha_L64,"अनुक्षणम् चन्द्रकला - ""अहम् स्पर्धार्थम् सिद्धा अस्मि"" इति वदन्ती गत्वा दर्पणस्य पुरतः स्थितवती।","Instantly, the crescent moon, saying, ""I am accomplished for the sake of rivalry,"" went and stood in front of the mirror.  ",
65,vetalkatha_vetalkatha_L65,"किन्तु विजयमाधवी मन्दहासम् प्रकटय्य उक्तवती - ""युवराजः अन्धः इति इदानीम् ज्ञातम् मया।","But Vijayamādhavī, displaying a gentle smile, said: ""I now know that the young prince is blind.""  ",
66,vetalkatha_vetalkatha_L66,"अन्धस्य परिणयापेक्षया अविवाहिततया स्थितिः एव श्रेयस्करी"" इति।","""For a blind man, remaining unmarried is preferable to hoping for marriage.""  ",
67,vetalkatha_vetalkatha_L67,"क्षणम् यावत् शिवदत्तः विजयमाधव्याः वचनात् कुपितः चेत् अपि अनन्तरम् तस्याः कथनस्य भावम् अवगत्य मन्दहासपूर्वकम् तस्याः पितरम् उक्तवान् - ""भवतः पुत्रीम् विजयमाधवीम् अहम् इष्टवान् अस्मि।","For a moment, even though Śivadatta was angered by Vijayamādhavī's words, afterwards, understanding the meaning of her statement, he said to her father with a gentle smile: ""I desire your daughter, Vijayamādhavī.""  ",
68,vetalkatha_vetalkatha_L68,"यदि तस्याः अपि सम्मतिः अस्ति, तर्हि इदानीम् एव विवाहसन्नाहः भवतु"" इति।","If she also agrees, then let the preparations for the wedding begin right now.  ",
69,vetalkatha_vetalkatha_L69,"शिवदत्तस्य एतत् वचनम् श्रुत्वा विजयमाधव्याः मातापितरौ, तत्रत्याः राजोद्योगिनः च नितराम् आश्चर्यचकिताः।","Having heard this speech of Śivadatta, Vijayāmādhavī's parents and the royal officials there were extremely astonished.  ",
70,vetalkatha_vetalkatha_L70,कानिचन दिनानि अतीतानि।,Some days passed.  ,
71,vetalkatha_vetalkatha_L71,शिवदत्तविजयमाधव्योः विवाहः सवैभवम् सम्पन्नः।,The marriage of Śivadatta and Vijayā-Mādhavī was celebrated with great splendor.  ,
72,vetalkatha_vetalkatha_L72,मासः अतीतः वीरभद्रनामकः राजभवनस्य रक्षकः राज्ञ्याः विजयमाधव्याः आरक्षणपेटिकायाः उपरि स्थापितम् चन्द्रहारम् चोरयित्वा उद्यानस्थानस्य अशोकवृक्षस्य कोटरे स्थापितवान्।,"A month passed. Vīrabhadra by name, a guard of the royal palace, having stolen a moon-necklace placed on top of the protective box of the queen, Vijayamādhavī, hid it in the hollow of an Aśoka tree in the garden.  ",
73,vetalkatha_vetalkatha_L73,'हारस्य अदृश्यताकारणात् राजभवने कोलाहलः भविष्यति एव।,"Because the necklace is invisible, there will surely be an uproar in the royal palace.  ",
74,vetalkatha_vetalkatha_L74,"यदा कोलाहलः शान्तः भविष्यति, तदा हारम् गृहम् नेष्यामि' इति चिन्तितवान् आसीत् वीरभद्रः।","""When the noise has subsided, then I will take the necklace home,"" thus thought Vīrabhadra.  ",
75,vetalkatha_vetalkatha_L75,किन्तु वीरभद्रेण वृक्षकोटरे हारस्थापनम् मल्लिकानामिकया दास्या दृष्टम् आसीत्।,But the placing of the necklace in the hollow of the tree by Vīrabhadra had been seen by a maidservant named Mallikā.  ,
76,vetalkatha_vetalkatha_L76,वीरभद्रस्य निर्गमनानन्तरम् मल्लिका तम् हारम् स्वीकृत्य गृहम् गतवती।,"After Vīrabhadra's departure, Mallikā took that garland and went home.  ",
77,vetalkatha_vetalkatha_L77,राज्ञी विजयमाधवी चन्द्रहारस्य अदर्शनविषयम् पतिम् निवेदितवती।,Queen Vijayamādhavī informed her husband about the disappearance of the *candra-hāra* (moon-necklace).  ,
78,vetalkatha_vetalkatha_L78,"अन्तःपुरस्य दासीषु कयाचित्, रक्षकभटेषु केनचित् वा हारः चोरितः स्यात् इति विचिन्त्य शिवदत्तः तान् सर्वान् आनीय अपूर्वदर्पणस्य पुरतः स्थापयित्वा दर्पणम् उक्तवान् - ""हे अपूर्वदर्पण! चन्द्रहारस्य चोरः कः इति वदतु"" इति।","Thinking that the necklace might have been stolen by some slave girl of the inner apartments or by some guard, Śivadatta brought them all and, placing them before the *apūrva* mirror, said to the mirror, ""O *apūrva* mirror! Tell me, who is the thief of the *candrahāra*?""  ",
79,vetalkatha_vetalkatha_L79,भटाः दास्यः च एक एकशः अपूर्वदर्पणस्य अग्रभागतः अपरपार्श्वम् गतवन्तः।,The soldiers and maids went one by one from the front of the unprecedented mirror to the other side.  ,
80,vetalkatha_vetalkatha_L80,दर्पणस्य पुरतः गमनसमये मल्लिका चातुर्येण वीरभद्रस्य पृष्ठतः स्थितवती।,"When going in front of the mirror, Mallikā cleverly stood behind Vīrabhadra.  ",
81,vetalkatha_vetalkatha_L81,स्वस्य पर्यायः यदा आगतः तदा वीरभद्रस्य शरीरे भयात् कम्पनम् आरब्धम्।,"When his turn came, then trembling from fear started in the body of Vīrabhadra.  ",
82,vetalkatha_vetalkatha_L82,"तावता दर्पणः उक्तवान् - ""वीरभद्रः चोरः"" इति।","Meanwhile, the mirror said: ""Vīrabhadra is a thief.""  ",
83,vetalkatha_vetalkatha_L83,"एतत् श्रुत्वा मल्लिका उरसि हस्तम् स्थापयित्वा - ""हा, रक्षिता अहम्"" इति मन्दस्वरेण स्वगतम् उक्तवती।","Having heard this, Mallikā, placing her hand on her chest, said in a soft voice to herself, ""Ah, I am protected!""  ",
84,vetalkatha_vetalkatha_L84,एतत् अकस्मात् राज्ञ्या विजयमाधव्या दृष्टम्।,"This was suddenly seen by the queen, Vijayāmādhavī.  ",
85,vetalkatha_vetalkatha_L85,सा तत् क्षणम् भटान् आज्ञप्तवती यत् मल्लिकायाः बन्धनम् कुर्वन्तु इति।,She immediately ordered the soldiers to arrest Mallikā.  ,
86,vetalkatha_vetalkatha_L86,"एतस्मात् आश्चर्यचकितः शिवदत्तः - ""माधवि! किम् इदम्? हारस्य चोरः वीरभद्रः इति दर्पणेन एव उक्तम् खलु।","Astonished by this, Śivadatta [said]: ""Mādhavi! What is this? The thief of the necklace is Vīrabhadra, as stated by the mirror itself, indeed!""  ",
87,vetalkatha_vetalkatha_L87,"एवम् सति निरपराधिन्याः मल्लिकायाः बन्धनम् किमर्थम्?"" इति पृष्टवान्।","""If so, why is Mallikā, who is innocent, being imprisoned?"" he asked.  ",
88,vetalkatha_vetalkatha_L88,"""अत्र मल्लिका अपि सहभागिनी इति मम सन्देहः"" इति उक्तवती विजयमाधवी।","""Here, Mallikā is also a participant,"" thus spoke Vijayamādhavī, ""this is my doubt.""  ",
89,vetalkatha_vetalkatha_L89,"तदा शिवदत्तः तर्जनस्वरेण मल्लिकाम् उद्दिश्य - ""कोऽपि अपराधी सुलभतया अस्मान् वञ्चयितुम् न शक्नोति।","Then Śivadatta, in a threatening tone, addressing Mallikā, [said:] ""No offender can easily deceive us.""  ",
90,vetalkatha_vetalkatha_L90,"वस्तुतः किम् प्रवृत्तम् इति वदतु भवती"" इति उक्तवान्।","He said, ""In reality, what has happened? Tell me!""  ",
91,vetalkatha_vetalkatha_L91,"एतस्मात् भीता मल्लिका शिवदत्तस्य पादयोः पतित्वा प्रवृत्तम् सर्वम् निवेदितवती, गृहतः हारम् आनीय शिवदत्ताय दत्तवती च।","Frightened by this, Mallikā, falling at the feet of Śivadatta, related everything that had happened, and brought the necklace from the house and gave it to Śivadatta.  ",
92,vetalkatha_vetalkatha_L92,शिवदत्तः चन्द्रहारम् विजयमाधव्याः कण्ठे स्थापयित्वा तस्याः चातुर्यम् अभिनन्दितवान्।,"Śivadatta, having placed a moon-necklace (chandraharam) on the neck of Vijayamadhavi, praised her skill.  ",
93,vetalkatha_vetalkatha_L93,"अनन्तरम् शिवदत्तः पत्नीम् उद्दिश्य - ""एतस्मात् अपूर्वदर्पणात् लाभः यथा तथा हानिः अपि अस्ति।","After that, Śivadatta, addressing his wife, [said:] ""From this extraordinary mirror, there is profit as well as loss.  ",
94,vetalkatha_vetalkatha_L94,एतस्य प्रयोजनम् सीमितम् इति इदानीम् प्रमाणितम् अभवत्।,It is now proven that the purpose of this is limited.  ,
95,vetalkatha_vetalkatha_L95,"अतः एतम् दर्पणम् अद्य एव मम गुरवे प्रत्यर्प्ययिष्यामि"" इति उक्तवान्।","Therefore, I will return this mirror to my teacher this very day,"" he said.  ",
96,vetalkatha_vetalkatha_L96,"वेतालः एवम्  कथाम्  समाप्य अवदत् - ""अये राजन्! मुनिवर्येण गजेन्द्रेण शिवदत्ताय यः दर्पणः दत्तः, सः केषुचित् सन्दर्भेषु समाधानकरम् उत्तरम्  न दत्तवान्।","Vetāla, having finished the story thus, said: ""O king! The mirror that was given to Śivadatta by the excellent sage Gajendra did not give a satisfactory answer in some instances.  ",
97,vetalkatha_vetalkatha_L97,एतस्मात् दर्पणस्य सामर्थ्यविषये सन्देहः उत्पद्यते।,"Therefore, doubt arises regarding the capability of the mirror.  ",
98,vetalkatha_vetalkatha_L98,त्रिषु वीरेषु शूरतमः कः इति कथने विफलः जातः दर्पणः।,The mirror failed to say which of the three heroes was the most heroic.  ,
99,vetalkatha_vetalkatha_L99,किन्तु मल्लयोधयोः सोमसुन्दरविजयदेवयोः विषये समाधानकरम् निर्णयम् उक्तवतः दर्पणस्य स्वभावः विचित्रः इव भासते।,"However, the nature of the mirror, which gave a satisfactory judgment regarding the two wrestlers, Somasundara and Vijayadeva, seems strange.  ",
100,vetalkatha_vetalkatha_L100,राजकुमार्योः सौन्दर्यनिर्णयसन्दर्भे विजयमाधवी दर्पणस्य पुरतः स्थातुम् किमर्थम् न इष्टवती इति तु न ज्ञायते।,It is not known why Vijayāmādhavī did not want to stand in front of the mirror in the context of determining the beauty of the princesses.  ,
101,vetalkatha_vetalkatha_L101,'राजकुमार्याः चन्द्रकलया सह स्पर्धायाम् जयम् प्राप्तुम् न शक्नोमि' इति विजयमाधव्याः चिन्तनम् स्यात् वा? तदास्ताम् तावत्।,"Could it be that Vijayāmādhavī is thinking, ""I am not able to obtain victory in a contest with Princess Candrakalā""? Let that be.  ",
102,vetalkatha_vetalkatha_L102,सर्वाङ्गसुन्दरः मन्मथसदृशः शिवदत्तः न विकलाङ्गः।,"Śivadatta, beautiful in all his limbs, resembling the god of love, is without any physical defect.  ",
103,vetalkatha_vetalkatha_L103,एवम्  सति अपि 'सः अन्धः' इति तस्य उपहासम्  कुर्वत्या विजयमाधव्या यत् उक्तम् तत् अविवेकिनाम्  लक्षणम्  खलु! उपहासम्  कृतवतीम् अपि ताम्  शिवदत्तः मनसा इष्टवान्।,"Even so, the fact that Vijayamadhavi, while mocking him, said, ""He is blind,"" is truly a characteristic of the undiscerning! Śivadatta desired even her, who had mocked him, in his mind.  ",
104,vetalkatha_vetalkatha_L104,"एषः मूर्खतायाः परमावधिः खलु! अपूर्वदर्पणात् लाभः हानिः च इति उभयम् अपि सम्भवति इति किमर्थम्  चिन्तितम्  शिवदत्तेन? अपूर्वस्य अपि दर्पणस्य गुरवे प्रतिदानम् अविवेकिनाम्  लक्षणम् खलु! एतेषाम्  सन्देहानाम्  समाधानम्  जानन् अपि यदि भवान् न वदेत् तर्हि भवतः शिरः सहस्रधा भग्नम्  भवेत्"" इति।","This is truly the height of foolishness! Why did Śivadatta consider that both profit and loss are possible from an unprecedented mirror? Returning even an unprecedented mirror to the teacher is indeed a characteristic of the unwise! If you, knowing the solution to these doubts, do not speak, then your head will be shattered into a thousand pieces.""  ",
105,vetalkatha_vetalkatha_L105,"तदा मौनम् स्थातुम् अशक्तः त्रिविक्रमः उक्तवान् - ""दर्पणः अपूर्वः महिमयुतः च इत्यत्र न अस्ति सन्देहः।","Then, unable to remain silent, Trivikrama said: ""There is no doubt that the mirror is unique and glorious.""  ",
106,vetalkatha_vetalkatha_L106,किन्तु तस्यापि काचित् सीमा अस्ति इत्यपि वास्तविकः अंशः एव।,But even that has some limit; this too is a real aspect.  ,
107,vetalkatha_vetalkatha_L107,"सिंहलदेशतः आगताः वीरभूपतिः, धीरसिंहः, भूपालसिंहः च शौर्ये साहसे च समानाः इत्यत्र न अस्ति सन्देहः।","There is no doubt that Vīrabhūpati, Dhīrasiṃha, and Bhūpālasiṃha, who came from the land of Siṃhala, are equal in valor and daring.  ",
108,vetalkatha_vetalkatha_L108,अत एव तेषाम् मध्ये स्पर्धा न युज्यते।,"Therefore, rivalry among them is not reasonable.  ",
