slno,refno,text,en_dmt,ta_gmt
14,130-stories_110-130fp_27,"""अथवा वन्ध्याभिः एव अस्माभिः भवितव्यम् आसीत्‌- येन अद्य स्वसन्तानानां वधः तु द्रष्टुं न अमेलिष्यत्। किन्तु किं कुर्याम? कुत्र वा निवेदयाम? कश्चित् न्यायाधिपतिः अपि तु न दृश्यते, यः अस्माकं प्रार्थनां शृणुयात्, अपराधिनः च मृत्युदण्डेन दण्डयेत्""","""\""Or perhaps we sterile women should have remained [sterile], so that we would not have had to witness the killing of our own offspring today.  But what can we do? Where can we report [this]? No judge is to be seen who might listen to our plea and punish the offenders with the death penalty.\""  """,
15,130-stories_110-130fp_27,इति।,"""Thus.  """,
16,130-stories_110-130fp_30,अजाः अवयः च कुत्र उपविष्टाः आसन् ?,"""Where were the goats and sheep sitting?  """,
17,130-stories_110-130fp_31,तासु एका किम् अभाषत ?,"""What did one of them say?  """,
18,130-stories_110-130fp_32,तृतीया अजा किं भाषितवती ?,"""What did the third goat say?  """,
19,130-stories_110-130fp_33,पञ्चम्याः अजायाः भाषणं किम् आसीत् ?,"""What was the speech of the fifth goat?  """,
20,130-stories_110-130fp_34,ईश्वरः किं न क्षमते ?,"""What does the Lord not tolerate?  """,
21,130-stories_15-130fp_16,त्यागे सौख्यम्,"""Happiness lies in renunciation.  """,
22,130-stories_15-130fp_17,"सांसारिकपदार्था हि, नैव सन्ततसौख्यदाः। तत्त्यागे यादृशं सौख्यं, तदासक्तौ न तादृशम्॥","""Worldly things, indeed, do not give continuous happiness. The happiness that comes from abandoning them is not like that which comes from attachment to them.  """,
23,130-stories_15-130fp_18,महात्मा गोरक्षनाथः स्वतपस्याफलं दातुं योग्यपात्रम् अन्विष्यन् काशीं प्राप्तः।,"""The great soul Gorakṣanātha, seeking a worthy recipient to bestow the fruit of his own asceticism, arrived in Kāśī.  """,
24,130-stories_15-130fp_18,तत्र गङ्गातटे भ्रमन् एकं संन्यासिनम् अद्राक्षीत्।,"""There, wandering on the banks of the Ganges, he saw a *saṃnyāsin* (renunciate).  """,
25,130-stories_15-130fp_18,सः स्वकीयं संन्यासदण्डं गङ्गायां प्रवाहयन् आसीत्।,"""He was floating his own mendicant's staff in the Ganges.  """,
26,130-stories_15-130fp_18,"गोरक्षानाथः तम् एव दानपात्रं निश्चित्य तम् अब्रवीत्- ""महात्मन्! अहम् आत्मीयं तपःफलं भवते समर्पयितुम् इच्छामि। एतत् स्वीकृत्य अनुगृह्णातु मां भवान्।""","""Gorakṣanātha, having ascertained that he was a worthy recipient of gifts, said to him: \""Oh, great one! I wish to offer you the fruit of my asceticism (tapaḥphala). Please accept this and favor me.\""  """,
27,130-stories_15-130fp_18,संन्यासी सहर्षं तद्गृहीत्वा तत्क्षणम् एव तदपि गङ्गाजले प्रवाहितं कृतवान्।,"""The renunciate, delighted, took it and immediately cast it into the waters of the Ganges.  """,
28,130-stories_15-130fp_18,"तस्य इमां निःस्पृहां संन्यासितां दृष्ट्वा गोरक्षनाथः अतीव आनन्दितः अभूत् अवोचत् च- ""अहो! धन्यः अस्ति भवान्, धन्या च भवदीया इयं त्यागशीलता। सत्यम् एव मत्तः सिद्धिफलं स्वीकृत्य भवान् तस्य दुष्परिणामतः मां संरक्षितवान् अस्ति""","""Having seen his desirelessness and renunciation, Gorakṣanātha was extremely delighted and said: \""Oh! Blessed are you, and blessed is your spirit of renunciation. Truly, having accepted the fruit of accomplishment (siddhifalam) from me, you have protected me from its bad consequences.\""  """,
29,130-stories_15-130fp_18,इति।,"""Thus.  """,
30,130-stories_15-130fp_21,गोरक्षनाथः किं कर्तुम् इच्छति स्म?,"""What did Gorakṣanātha want to do (gorakṣanāthaḥ kiṃ kartum icchati sma)?  """,
31,130-stories_15-130fp_22,गोरक्षनाथाय दानपात्रं कः मिलितः? सः किं कुर्वन् आसीत्?,"""Who met Gorakṣanātha with the begging bowl? What was he doing?  """,
32,130-stories_15-130fp_23,संन्यासी गोरक्षनाथतः गृहीतस्य तपस्याफलस्य किं कृतवान्?,"""What did the renunciant Gorakṣanātha do with the fruit of the asceticism he had undertaken?  """,
33,130-stories_15-130fp_24,अस्य गोरक्षनाथे कः प्रभावः अभवत्?,"""What power did he have over Gorakṣanātha?  """,
34,130-stories_15-130fp_25,सौख्यं त्यागे अस्ति अथवा आसक्तौ? कथयत।,"""Is happiness in renunciation (*tyāga*) or in attachment (*āsakti*)? Tell me.  """,
35,130-stories_104-130fp_16,कालात् पूर्वं फलेत् नहि,"""A result cannot ripen before its time.  """,
36,130-stories_104-130fp_17,"समयागमनात् पूर्वं, नैव किञ्चित् प्रजायते। उप्त्वा बीजं फलं तस्य, तत्कालं नैव लभ्यते॥","""Before the arrival of the *samaya* [initiation], nothing whatsoever arises. Having sown a seed, its fruit is not obtained immediately.  """,
37,130-stories_104-130fp_18,एकः राजा आसीत्।,"""There was a king.  """,
38,130-stories_104-130fp_18,"सः यस्मिन् तुष्यति स्म, तस्य दरिद्रता सदार्थं विनश्यति स्म।","""The poverty of whomever he was pleased with was always destroyed.  """,
39,130-stories_104-130fp_18,अनेके जनाः ततः लाभान्विताः अभवन्।,"""Many people then became endowed with gain.  """,
40,130-stories_104-130fp_18,तस्य आवासात् किञ्चित् दूरे एव एकः निर्धनः युवा वृक्षस्य अधस्तात् निवसति स्म।,"""Not far from his dwelling, a poor young man lived under a tree.  """,
41,130-stories_104-130fp_18,सः न कमपि याचते स्म।,"""He never begged from anyone.  """,
42,130-stories_104-130fp_18,"किन्तु यत् किञ्चित् पथिकेभ्यः मिलति स्म, तेन एव सः सन्तुष्टः आसीत्।","""But he was content with whatever little he obtained from travelers.  """,
43,130-stories_104-130fp_19,एकदा राजा सभायां तम् आहूतवान् किञ्चित् सुभाषितं च श्रावयितुं तं कथितवान्।,"""Once, the king summoned him to the assembly and asked him to recite some wise sayings (subhāṣita).  """,
44,130-stories_104-130fp_19,तदा सः गीतवान् -,"""Then he sang.  """,
45,130-stories_104-130fp_20,"""पूर्वतः पूर्णमेवाब्धिं, भरन्ति सरितः सदा।श्रीरपि स्वां विना भाग्यं, कञ्चिद् दर्शयते नहि॥""","""\""The rivers always fill the ocean, which is already full from the beginning. Even prosperity (śrī) does not show itself to anyone without good fortune (bhāgyam).\""  """,
46,130-stories_104-130fp_22,अनेन सन्तुष्टः राजा तस्मै रत्नभरितम् एकं बृहत् दाडिमफलं प्रदत्तवान्।,"""Pleased by this, the king gave him a large pomegranate filled with jewels.  """,
47,130-stories_104-130fp_23,सः युवकः तु बहिरागच्छन् कस्मैचित् धनिकाय तत्फलं विक्रीतवान्।,"""That youth, going outside, sold that fruit to some wealthy man.  """,
48,130-stories_104-130fp_23,तस्य उत्तमतां विचार्य राजानं प्रसादयितुं धनिकः राज्ञे तत्फलं समर्पितवान्।,"""Having considered its excellence, the wealthy man, in order to please the king, offered that fruit to the king.  """,
49,130-stories_104-130fp_23,राजा तद् गृहीत्वा द्वितीयस्मिन् दिने अपि पूर्ववत् सभायां तम् एव युवकं समाहूय ततः च ताम् एव गीतिम् आकर्ण्य तस्मै तत् फलं समुपाहरत्।,"""The king, having taken that, on the second day also, just as before, summoned that very youth to the assembly, and after listening to that very song, he offered that fruit to him.  """,
50,130-stories_104-130fp_23,युवकः तत् फलं पूर्ववत् एव एकस्याः वेश्यायाः हस्ते विक्रीतवान्।,"""The young man sold that fruit just as before into the hand of a prostitute.  """,
51,130-stories_104-130fp_23,सा वेश्या अपि राजप्रसादं प्राप्तुं तत् फलं राज्ञे समर्पितवती।,"""That courtesan, in order to gain the king's favor, also offered that fruit to the king.  """,
52,130-stories_104-130fp_23,तृतीयदिने राजा पुनः तं युवकं सभायाम् आकार्य ततः पूर्वगीताम् एव गीतिं श्रुत्वा पुनरपि  तदेव फलं तस्मै दत्तवान्।,"""On the third day, the king again summoned that youth into the assembly, and after hearing the same song as before, again gave him that same fruit.  """,
53,130-stories_104-130fp_24,अधुना तु तत् फलं तस्य हस्ततः भूमौ निपत्य भग्नम् अभवत्।,"""But now, that fruit fell from his hand to the ground and was broken.  """,
54,130-stories_104-130fp_24,सर्वाणि देदीप्यमानानि बहुमूल्यानि रत्नानि बहिर्निःसृत्य सर्वाम् अपि सभां विस्मयवतीं कृतवन्ति।,"""All the radiant, highly valuable jewels emerged and astonished the entire assembly.  """,
55,130-stories_104-130fp_24,सर्वेपि सभ्याः राज्ञः औदार्यं  भृशम् अभिनन्दितवन्तः।,"""All the members of the assembly greatly praised the king's generosity.  """,
56,130-stories_104-130fp_24,राजा तु 'युवकगीतेः सार्थकता एव अनेन प्रमाणिता',"""But the king [thought], \""Indeed, the meaningfulness of the youth's song has been proven by this.\""  """,
57,130-stories_104-130fp_24,इति उक्त्वा तम् अपि युवकम् आत्मनः एकविश्वासपात्रसेवकरूपे स्वीकृतवान् इति।,"""Having said this, he accepted that youth also as one of his trusted servants.  """,
58,130-stories_104-130fp_27,राज्ञा राजसभायाम् आहूतः निर्धनः किं गीतवान् ?,"""What did the poor man sing when summoned by the king in the royal assembly (rājasabhā)?  """,
59,130-stories_104-130fp_28,राजा तस्मै कतिवारं फलं दत्तवान् ?,"""How many times did the king give him the fruit?  """,
60,130-stories_104-130fp_29,फले कानि रक्षितानि आसन् ?,"""What fruits were protected?  """,
61,130-stories_104-130fp_30,राजा युवकं सेवकरूपे किं स्वीकृतवान्‌ ?,"""Why did the king accept the youth in the form of a servant?  """,
62,130-stories_104-130fp_31,इयं कथा कं सन्देशं ददाति ?,"""What message does this story give?  """,
63,130-stories_34-130fp_16,सः कीदृशः हिन्दुः?,"""What kind of Hindu is he?  """,
64,130-stories_34-130fp_17,"मिलन्ति यद्‌गृहे नैव, गीतारामायणादयः। स किं सनातनी हिन्दुः, शिखासूत्रविवर्जितः?॥","""In whose house the Gītā, Rāmāyaṇa, etc., are never recited, is he a traditional Hindu, devoid of the hair tuft and sacred thread?  """,
65,130-stories_34-130fp_18,मम नगरान्तरे गमनम् अभूत्।,"""I went to another city.  """,
66,130-stories_34-130fp_18,तत्र मया भाषणं देयम् आसीत्।,"""There, I had to give a speech.  """,
67,130-stories_34-130fp_18,सामग्रीसङ्‌कलनार्थं मम तदा गीतारामायणमहाभारतादिग्रन्थानाम् आवश्यकता आपतिता।,"""For the purpose of collecting materials, I then needed books such as the Gītā, Rāmāyaṇa, and Mahābhārata.  """,
68,130-stories_34-130fp_18,"अहं यस्य अतिथिः आसं, स सनातनधर्मसभायाः कर्मठः सदस्यः अवर्तत।","""I was his guest, and he was an active member of the Sanātana Dharma Assembly.  """,
69,130-stories_34-130fp_18,अहं स्वीयाम् आवश्यकतां तस्य सम्मुखे उपस्थापितवान्।,"""I presented my need before him.  """,
70,130-stories_34-130fp_18,"मम अतीव आश्चर्यम् आसीत्, तस्य संस्कृतज्ञानं तु दूरे तिष्ठतु, इमे ग्रन्थाः तस्य गृहे न आसन्।","""I was very surprised; let alone his knowledge of Sanskrit, these books were not even in his house.  """,
71,130-stories_34-130fp_18,"अहम् आत्मीयां वेदनां स्वकीये भाषणे व्यक्तां कृतवान् यत् ""सः कीदृशः सनातनधर्मावलम्बी हिन्दुः, यस्य गृहे परमपावनाः गीतारामायणमहाभारतादिग्रन्थाः अपि न मिलन्ति। यः सन्ध्योपासनां न करोति, यः गायत्रीमन्त्रं नित्यं न जपति किं सः अपि हिन्दुः? हन्त! असंस्कृतज्ञाः अपि ब्राह्मणाः स्वनाम्ना सह पण्डितः. चतुर्वेदी, त्रिवेदी, त्रिपाठी, अग्निहोत्री, शास्त्री, आचार्यः इत्यादि योजयित्वा किं शिष्टजनोचितं कर्म कुर्वन्ति?""","""I expressed my own pain in my speech, saying, \""What kind of follower of the eternal religion (*sanātana-dharma*) is he, in whose house even the supremely sacred texts like the *Gītā*, *Rāmāyaṇa*, *Mahābhārata*, etc., are not found?  He who does not perform the twilight worship (*sandhyopāsanā*), who does not constantly chant the *Gāyatrī mantra*, is he also a Hindu? Alas! Even uncultured *brāhmaṇas*, adding *paṇḍita*, *caturvedī*, *trivedī*, *tripāṭhī*, *agnihotrī*, *śāstrī*, *ācārya*, etc., to their names, do they perform actions befitting respectable people?\""  """,
72,130-stories_34-130fp_18,इति।,"""Thus.  """,
73,130-stories_34-130fp_21,अहं यस्य अतिथिः आसं सः कः आसीत्?,"""Who was he whose guest I was?  """,
74,130-stories_34-130fp_22,अहं कां स्वीयाम् आवश्यकतां तस्य सम्मुखे उपस्थापितवान्?,"""What personal need did I present before him?  """,
75,130-stories_34-130fp_23,अहं स्वकीये भाषणे कीदृशीम् आत्मवेदानां व्यक्तां कृतवान्?,"""How did I make clear the self-knowledge in my own speech?  """,
76,130-stories_34-130fp_24,"यद्‌गृहे गीतारामायणादयः न मिलन्ति, सः किं न भवति?","""What does it not become, that in whose house the Gītā, Rāmāyaṇa, and so forth, are not found?  """,
77,130-stories_34-130fp_25,इयं कथा कां प्रेरणां ददाति?,"""What inspiration does this story give?  """,
78,130-stories_125-130fp_16,हरिकथाश्रवणलाभः,"""The benefit of hearing the stories of Hari.  """,
79,130-stories_125-130fp_17,"हरिकथा निरर्था न, श्रोतव्या सा निरन्तरम् । श्रवणं सार्थकं तस्याः, व्यर्थं नैव कदाचन ॥","""Stories of Hari are not meaningless; they should be heard constantly. Listening to them is meaningful; it is never useless.  """,
80,130-stories_125-130fp_18,"माता प्रथमं तु पुत्रं चौर्यकरणात् बहु निवारितवती, परं यदा सः स्वीयां चौर्यकरणप्रवृत्तिं नैव पर्यत्यजत्, तदा सा पुत्रम् उपदिष्टवती - ""यदि त्वं चौर्यकरणं नैव त्यजसि, तर्हि मा त्यज। किन्तु कस्यचित् साधुमहात्मनः सङ्गतिम् अपि कदापि मा कुरु। कुत्रचित् यदि कथा अपि जायमाना स्यात्, तर्हि तत्र मा कदापि सम्मिलितः भव, न च कथाम् एव शृणु। इदं सदा एव ध्याने रक्ष। अस्मिन् एव तव कल्याणम्।""","""First, the mother greatly dissuaded her son from thievery, but when he did not abandon his inclination to thievery, then she instructed her son: \""If you do not give up thievery, then do not give it up. But never associate with any virtuous great soul (sādhu-mahātman). If a story is happening anywhere, then never join in there, and do not even listen to the story. Always keep this in mind. Your welfare is in this alone.\""  """,
81,130-stories_125-130fp_19,"पुत्रः मातुः इमाम् आज्ञां शिरसि धारितवान्, ताम् आश्वासयत् च यत् सः एवम् एव आचरिष्यति।","""The son accepted his mother's command upon his head and assured her that he would act accordingly.  """,
82,130-stories_125-130fp_19,एकदिने प्रतिवेशिग्रामे चौर्यं कर्तुं सः प्रस्थितः।,"""One day, he set out to commit a theft in a neighboring village.  """,
83,130-stories_125-130fp_19,मार्गे एकत्र हरिकथा जायमाना आसीत्।,"""On the path, a *harikathā* (story of Hari) was taking place in one place.  """,
84,130-stories_125-130fp_19,सा दूरतः अपि श्रूयते स्म।,"""That was heard even from afar.  """,
85,130-stories_125-130fp_19,सः तत्कालं स्वस्य कर्णौ अङ्गुलिभ्यां पिहितवान्।,"""Immediately, he covered his ears with his fingers.  """,
86,130-stories_125-130fp_19,"किन्तु हन्त! तस्मिन् एव क्षणे तस्य पादयोः एकः तीक्ष्णः कण्टकः लग्नः, येन तं निःसारयितुं सः कर्णात् हस्तम् अपसारितवान्।","""But alas! At that very moment, a sharp thorn pierced his foot, and to remove it, he took his hand away from his ear.  """,
87,130-stories_125-130fp_19,"तदा सः कथावाचकमुखात् - 'देवता भूमौ न पादौ रक्षति, न च स्वनयने निमीलति एव'","""Then he (said), from the mouth of the storyteller: \""The deity does not protect her feet on the ground, nor does she close her own eyes.\""  """,
88,130-stories_125-130fp_19,एवं शृण्वन् अग्रे निःसृतः।,"""Having heard this, he went forth.  """,
89,130-stories_125-130fp_19,ग्रामं प्राप्य सः ग्रामाधिपतेः एव गृहात् बहुमूल्यानि वस्तूनि चोरयित्वा गृहम् आनीय मातुः समीपे अरक्षत्।,"""Having reached the village, he stole very valuable things from the house of the village headman himself, brought them home, and kept them near his mother.  """,
90,130-stories_125-130fp_20,ततः तस्य एकः आरक्षी चोरितानि वस्तूनि युक्तिबलेन प्राप्तुम् एकस्याः चण्डिकायाः वेषं धृत्वा चौरगृहे उपातिष्ठत।,"""Then, one of his guards, in order to recover the stolen goods by means of a trick, assumed the guise of a Caṇḍikā and waited near the thief's house.  """,
91,130-stories_125-130fp_20,तस्मिन् समये  चौरः गृहे न आसीत्।,"""At that time, the thief was not in the house.  """,
92,130-stories_125-130fp_20,"चण्डिका चौरमातरं कथितवती - ""तव पुत्रः चौर्यारम्भतः पूर्वं मां प्रार्थितवान् आसीत् यत् यदि सः मम कृपया चौर्ये सफलः भविष्यति तर्हि मह्यं भोगं दास्यति। किन्तु सः अधुनावधि नैव अददात्। चोरितवस्तूनि तव समीपे एव सन्ति। त्वं मह्यं तानि वस्तूनि देहि, अन्यथा तव पुत्रम् अहम् उन्मत्तं कृत्वा मारयिष्यामि।""","""Caṇḍikā said to the thief's mother: \""Before starting the theft, your son had prayed to me that if he succeeded in the theft by my grace, he would give me a share.  But he has not given [it] until now.  The stolen goods are with you.  You give me those things, otherwise I will make your son mad and kill him.\""  """,
93,130-stories_125-130fp_21,पुत्रवात्सल्येन माता पुत्रस्य जीवनम् इच्छन्ती तत्कालम् एव सर्वाणि चोरितानि वस्तूनि चण्डिकायै दातुं बहिः आनीय स्थापितवती।,"""Out of maternal affection, the mother, wishing for her son's life, immediately brought all the stolen things outside and placed them to be given to Caṇḍikā.  """,
94,130-stories_125-130fp_21,चण्डिका तानि वस्तूनि आदाय गन्तुम् उद्यता एव आसीत् यत् पुत्रः आगतः।,"""Caṇḍikā, having taken those things, was just about to leave when her son arrived.  """,
95,130-stories_125-130fp_21,सः मातरं तद्विषये पृष्टवान्।,"""He asked his mother about that matter.  """,
96,130-stories_125-130fp_21,सा अपि आद्योपान्तं सर्वां तद्वार्ताम् अवोचत्।,"""She also related that entire story from beginning to end.  """,
97,130-stories_125-130fp_21,पुत्रः कथावाचकस्य इदं वाक्यं स्मृत्वा यत् 'देवता भूमिं न स्पृशति न च अक्षिणी एव निमीलति',"""Remembering this statement of the storyteller's son, that 'a deity does not touch the ground, nor even close its eyes.'  """,
98,130-stories_125-130fp_21,", इयं तु चण्डिका भूमौ चलति अक्षिणी अपि मनुष्यवत् निमीलति।","""But this Caṇḍikā moves on the ground, and even closes her eyes like a human.  """,
99,130-stories_125-130fp_21,"सत्यम् एव इयं वास्तवे चण्डिका न अस्ति, अपि तु चण्डिकारूपधरः एव कश्चन धूर्तः इति निश्चित्य तां बलात् निगृह्य तस्याः दुर्गतिं कर्तुं प्रवृत्तः, यथा सा प्राणरक्षार्थं पलायमाना एव अदृश्यत इति।","""Having ascertained that she was truly not the real Caṇḍikā, but rather some rogue merely disguised in the form of Caṇḍikā, he forcibly seized her and proceeded to cause her misfortune, so that she, fleeing to save her life, disappeared.  """,
100,130-stories_125-130fp_24,माता पुत्रं किम् उपदिष्टवती ?,"""What instruction did the mother give to her son?  """,
101,130-stories_125-130fp_25,किं सः अस्य उपदेशस्य पालनं कृतवान् ?,"""Did he keep this advice?  """,
102,130-stories_125-130fp_26,"यदि नहि, तर्हि कथावाचकतः श्रुतस्य वाक्यस्य सः किं फलं प्राप्तवान् ?","""If not, then what result did he obtain from the statement heard from the storyteller?  """,
103,130-stories_125-130fp_27,किं हरिकथाश्रवणं निरर्थकं भवति ?,"""Is listening to the stories of Hari useless?  """,
104,130-stories_125-130fp_28,इयं कथा किं शिक्षयति ?,"""What does this story teach?  """,
105,130-stories_87-130fp_16,दासस्य स्वातन्त्र्यसुखं नहि,"""For a slave, there is no happiness in freedom.  """,
106,130-stories_87-130fp_17,"अपेक्षा येन संलग्नाः, जगद्दासः सदा हि सः। दासः स्वतन्त्रतासौख्यं, नैव भुङ्क्ते कदाचन॥","""He whose expectations are attached [to something], he is always a slave of the world. A slave never enjoys the happiness of independence.  """,
107,130-stories_87-130fp_18,उज्जयिन्याम् एकः नरपतिः आसीत्।,"""In Ujjayinī there was a single king (narapati).  """,
108,130-stories_87-130fp_18,तस्य सर्वविधाम् अपि सुखसम्पत्तिं सन्तानाभावः नीरसां करोति स्म।,"""His lack of descendants rendered all kinds of prosperity and happiness (*sukhasampatti*) tasteless.  """,
109,130-stories_87-130fp_18,'मत्तः पश्चात् मम पितृभ्यः पिण्डदानं कः करिष्यति?',"""\""After me, who will offer the *piṇḍa* (rice ball offering) to my fathers?\""  """,
110,130-stories_87-130fp_18,इयं चिन्ता तं प्रतिक्षणं बाधते स्म।,"""This thought tormented him at every moment.  """,
111,130-stories_87-130fp_18,एकदा कश्चित् सिद्धपुरुषः तस्यान्तिकम् आयातः।,"""Once, a certain accomplished man came to her vicinity.  """,
112,130-stories_87-130fp_18,राजा तं महत्या श्रद्धया अर्चितवान् पूजितवान् च।,"""The king honored and venerated him with great faith (śraddhā).  """,
113,130-stories_87-130fp_18,राज्ञः सेवया सन्तुष्टः सिद्धपुरुषः राज्ञे सन्तानसुखम् अचिरात् एव उपभोक्तुम् आत्मीयम् आशीर्वादं दत्तवान्।,"""Pleased with the king's service, the accomplished man gave the king his blessing to experience the happiness of offspring very soon.  """,
114,130-stories_87-130fp_19,ततः यथासमयं लब्धसन्तानः राजा सिद्धपुरुषस्य कुटीरं प्राप्तः।,"""Then, when the time was right, having obtained offspring, the king arrived at the hermitage of the accomplished man ( *siddhapuruṣa*).  """,
115,130-stories_87-130fp_19,तस्य अग्रे कोटिशः सुवर्णमुद्राः मिष्टान्नानि फलानि च निधाय तत्सर्वं स्वीकर्तुं प्रार्थितवान्।,"""Having placed in front of him millions of gold coins, sweets, and fruits, he requested him to accept all of that.  """,
116,130-stories_87-130fp_19,"सिद्धपुरुषः एकवारं तु तत्सर्वं स्वीकृतवान्, राज्ञे च प्रसादररूपे शुष्करोटिकाखण्डं खादितुं दत्तवान्।","""The perfected man accepted all of that once, and he gave a piece of dry bread to the king as a token of his favor to eat.  """,
117,130-stories_87-130fp_19,किन्तु रोटिकाखण्डः राज्ञः गले एव अवरुद्धः।,"""But the piece of bread got stuck in the king's throat.  """,
118,130-stories_87-130fp_19,"राजा निवेदितवान्- ""महाराज! अयं रोटिकाखण्डः तु मम कण्ठतः नीचैः अवतरति एव नहि।""","""The king submitted: \""Great king! This piece of bread does not descend lower than my throat.\""  """,
119,130-stories_87-130fp_19,"सिद्धपुरुषः प्रत्यब्रवीत् - ""मम अपि तव इदं धनम् अनुकूलं न अस्ति। उत्थाप्य इदं सर्वं निर्गच्छ।""","""The accomplished man replied: \""This wealth of yours is not agreeable to me either. Arise, take all this, and depart.\""  """,
120,130-stories_87-130fp_20,निराशः लज्जितः च राजा तत्सर्वं गृहीत्वा प्रतिनिवृत्तः इति।,"""Disappointed and ashamed, the king took all that and returned.  """,
121,130-stories_87-130fp_23,राजानं का चिन्ता बाधते स्म ?,"""What worry was troubling the king?  """,
122,130-stories_87-130fp_24,चिन्तायाः निराकरणं कथम् अभवत् ?,"""How did the removal of thought occur?  """,
123,130-stories_87-130fp_25,निश्चिन्तः राजा कुत्र गतवान् किं च कृतवान् ?,"""Where did the carefree king go, and what did he do?  """,
124,130-stories_87-130fp_26,सिद्धपुरुषः किम् अकरोत् ?,"""What did the perfected being do?  """,
125,130-stories_87-130fp_27,स्वतन्त्रतासौख्यं कः न भुङ्क्ते ?,"""Who does not enjoy the happiness of independence (svatantratāsaukhyaṃ)?  """,
126,130-stories_03-130p_16,निर्जीवः कस्य सम्बन्धी?,"""To what does the inanimate belong?  """,
127,130-stories_03-130p_17,"यावत् प्राणाः शरीरेऽस्मिन् सम्बन्धस्तावदेव हि। निष्प्राणो न पतिः पत्नी, पुत्रो माता पिता न च॥","""As long as the life-forces (*prāṇa*) are connected to this body, so long does the connection last. When the *prāṇa* is gone, a husband is no longer a husband to his wife, nor a son to his mother, nor a father to his son.  """,
128,130-stories_03-130p_18,एकः भारतीयः सन्यासी विदेशं प्राप्तः।,"""One Indian *saṃnyāsin* arrived in a foreign land.  """,
