"पादायामं परिधाय नग्नतायाः कारणं कविराजः एवम् अकथयत् - ""मित्रवर! त्वं तु जानासि एव, यदा मस्तिष्के कविताः उच्छलन्ति, तदा अहं न दिनं पश्यामि न च रात्रिम्। तत्कालम् एव ताः लिपिबद्धाः कर्तुं प्रवृत्तः भवामि। यदि एवं न करोमि, तर्हि ताः विलुप्यन्ते। रात्रौ अत्र आगतस्य अपि मे एवम् एव अभवत्। इन्धनविक्रेतुः तु गृहगमनसमयः सञ्जातः आसीत्। सः माम् अत्र एव एकाकिनं त्यक्त्वा निर्गतः। तदा मम इतः कविताः आयान्ति स्म, ततः च लेखनाय प्रकाशाभावः कष्टं ददाति स्म। अन्ते धीरं धीरं शरीरात् सर्वाणि एव वस्त्राणि अवतार्य प्रकाशार्थं तेषां क्रमशः उपयोगं कृतवान्। पश्य, तेषां ज्वलनप्रकाशे यद् लिखितं, तद् अत्र त्वाम् एव श्रावयितुं सुरक्षितवान् अस्मि।"""	"தன் கால்களின் நீளம் மற்றும் நிர்வாணத்திற்கான காரணம் குறித்து கவிஞர் ராஜா கூறினார்: ""அன்புள்ள நண்பரே, உங்களுக்குத் தெரியும், என் மூளையில் கவிதைகள் எழும்போது,     இரவையும் பகலையும் பார்க்கவில்லை, அந்த நேரத்தில், நான் அவற்றை எழுதுவதில் ஈடுபட்டேன், நான் அவ்வாறு செய்யவில்லை என்றால், அவை தொலைந்து போகின்றன. இங்கிருந்து தனியாகப் போய்விட்டது, எழுதுவதற்கு வெளிச்சம் இல்லாதது மன உளைச்சலை உண்டாக்கிக் கொண்டிருந்தது."
"सुहृद् अपृच्छत् - ""अत्र इन्धनस्थितौ अपि प्रकाशार्थम् इन्धनस्य उपयोगः त्वया कथं न कृतः?"""	"ஒரு நண்பர் கேட்டார், ""எரிபொருள் இங்கே இருந்தாலும், நீங்கள் ஏன் எரிபொருளை வெளிச்சத்திற்கு பயன்படுத்தவில்லை?"""
"कविराजः खेदं प्रकटयन् उदतरत् - ""अरे! इदं तु तदा अहं सर्वथा विस्मृतवान् एव आसम्।"""	"கவிஞர்-ராஜா, வருத்தத்தை வெளிப்படுத்தி, பதிலளித்தார்: ""ஐயோ! நான் அந்த நேரத்தில் இதை முற்றிலும் மறந்துவிட்டேன்."""
इति।	இவ்வாறு.
कविराजः सुहृदं कदा किं कथितवान् ?	கவிஞர் ராஜா எப்போது தன் நண்பரிடம் என்ன சொன்னார்?
सहृद् तं तदा किम् अपृच्छत् ?	அப்போது அந்த இரக்கமுள்ளவன் அவரிடம் என்ன கேட்டான்?
कविराजः सुहृदः प्रश्नस्य किम् उत्तरं दत्तवान् ?	என்ற கேள்விக்கு நண்பர் கவிஞர் ராஜா என்ன பதில் சொன்னார்?
विचाराणां लेखनेन किं भवति ?	எண்ணங்களை எழுதுவதன் மூலம் என்ன சாதிக்க முடியும்?
अनया कथया का शिक्षा मिलति ?	இந்தக் கதையிலிருந்து என்ன பாடம் கற்றுக்கொள்கிறது?
सत्यः पत्रः, सत्यं धनं च	ஒரு உண்மையான கடிதம், மற்றும் உண்மையான செல்வம்.
निर्वहेत् पुत्रधर्मं यः, पुत्रः स एव वस्तुतः । येन पुण्यम् भवेन्नित्यं, तदेव धनिनो धनम् ॥	எவன் ஒரு மகனின் கடமையை (புத்திரதர்மம்) நிறைவேற்றுகிறானோ, அவனே உண்மையிலேயே மகன். எதன் மூலம் தகுதி (புண்யம்) தொடர்ந்து பெறப்படுகிறதோ, அதுவே செல்வந்தரின் செல்வமாகும்.
एकदा वाराणस्यां लब्धनाम्नः श्रेष्ठिनः कार्यालये एकः महान् तपस्वी महात्मा उपस्थितः।	ஒருமுறை, வாரணாசியில், லப்தானமன் என்ற வணிகரின் அலுவலகத்தில், ஒரு பெரிய துறவி, ஒரு *மகாத்மா* (பெரிய ஆன்மா) தோன்றினார்.
श्रेष्ठी तं प्रणम्य बहु सम्मानितवान्, तस्य भोजनव्यवस्थां च कारयितुम् उपरि स्वावासे पत्न्याः समीपे गतः।	வணிகர், அவரை வணங்கி, அவரை மிகவும் பாராட்டினார், மேலும், அவருக்கு உணவு ஏற்பாடு செய்வதற்காக, தனது சொந்த வீட்டிற்கு, [அவரது] மனைவியிடம் சென்றார்.
इतः महात्मा श्रेष्ठिनः पुत्राणां संख्यां धनराशिसंख्यां च मुख्यलिपिकात् ज्ञातवान्।	இதிலிருந்து, பெரியவர், தலைசிறந்த வணிகரின் மகன்களின் எண்ணிக்கையையும், பொக்கிஷத்தின் அளவையும் தலைமை எழுத்தாளரிடம் அறிந்து கொண்டார்.
तदनुसारं पुत्राः पञ्च, धनं च पञ्चलक्षमितम् आसीत्।	அதன்படி, ஐந்து மகன்களும் ஐந்நூறாயிரம் செல்வமும் இருந்தனர்.
नीचैः आगत्य श्रेष्ठी महात्मानं भोजनं कारयितुम् उपरि नीतवान्।	கீழே இறங்கிய பிறகு, வணிகர் பெரிய ஆன்மாவை அவருக்கு உணவு வழங்க மேலே அழைத்துச் சென்றார்.
भोजनं परिवेष्य श्रेष्ठी भगवत्प्रसादं प्राप्तुं सप्रणामं महात्मानं न्यवेदयत्।	உணவைப் பரிமாறிய பணக்கார வணிகர், இறைவனின் அருளைப் பெற (பகவத்பிரசாதம்) பெரிய ஆன்மாவை மரியாதையுடன் வேண்டினார்.
"महात्मा पृष्टवान्- ""श्रेष्ठिन्! भोजनं पश्चात् करिष्ये। प्रथमं कथयतु, भवतः पुत्राः कियन्तः सन्ति?"""	"பெரியவர் கேட்டார்: ""ஓ வணிகரே! நான் பிறகு சாப்பிடுகிறேன். முதலில் சொல்லுங்கள், உங்களுக்கு எத்தனை மகன்கள் இருக்கிறார்கள்?"""
"श्रेष्ठी उदतरत्- ""महाराज! एकः पुत्रः।"""	"வணிகர் பதிலளித்தார்: ""பெரிய ராஜா! எனக்கு ஒரு மகன் இருக்கிறார்."""
"महात्मा अकथयत्- ""भवतः मुख्यलिपिकः तु पञ्च पुत्रान् कथयति।"""	"பெரிய ஆத்மா சொன்னது: ""உங்கள் தலைமை எழுத்தர் ஐந்து மகன்களைப் பற்றி பேசுகிறார்."""
श्रेष्ठी उदतरत्- द्वयम् अपि सत्यम्।	வியாபாரி சொன்னார்: இரண்டுமே உண்மைதான்.
पञ्चसु पुत्रेषु विद्यमानेषु अपि एकः एव पुत्रधर्मं निर्वहति।	ஐந்து மகன்கள் இருந்தாலும், ஒரு மகன் மட்டுமே ஒரு மகனின் கடமைகளை (புத்திரதர்மம்) நிறைவேற்றினான்.
अतः अहं तम् एव सत्यं पुत्रं कथयामि।	எனவே, அந்த உண்மையான மகனைப் பற்றி நான் உங்களுக்குச் சொல்கிறேன்.
 पुनः महात्मा पृष्टवान्- 	மீண்டும், பெரியவர் கேட்டார்.
"भवतः धनं कियत् ?"" श्रेष्ठी अकथयत्- """	உனக்கு எவ்வளவு செல்வம்? வணிகர் கூறினார்:
महाराज! पञ्चसहस्ररूप्यकात्मकम्।	பெரிய ராஜா! (இது) ஐயாயிரம் வெள்ளிக் காசுகள்.
 महात्मा अपृच्छत्- 	பெரியவர் கேட்டார்:
भवतः लिपिकानुसारं तु पञ्चलक्षात्मकं धनम् अस्ति।	உங்கள் எழுத்தாளரின் கூற்றுப்படி, ஐநூறு ஆயிரம் அதிர்ஷ்டம் உள்ளது.
 श्रेष्ठी उदतरत्- लिपिकः सत्यं वदति। अहम् अपि सत्यम् वदामि। धार्मिककार्ये संयोजनार्थम् निःसारितं पञ्चसहस्रात्मकम् एव धनम् अहं धनं मन्ये। इदं एव धनम् मरणोत्तरं मया सह गमिष्यति। अन्यत् तु सर्वम् अत्र एव स्थास्यति।	வியாபாரி சொன்னார்: எழுத்தர் உண்மைதான் பேசுகிறார். நானும் உண்மையைத்தான் பேசுகிறேன். ஐயாயிரம், புண்ணிய காரியங்களுக்காக ஒதுக்கப்பட்ட அந்தச் செல்வத்தை மட்டுமே செல்வமாக நான் கருதுகிறேன். இந்தச் செல்வமே இறந்த பிறகு என்னுடன் செல்லும். ஆனால் மற்ற அனைத்தும் இங்கேயே இருக்கும்.
श्रेष्ठिनः अनेन उत्तरेण सन्तुष्टः महात्मा भोजनं तु कृतवान् एव, तस्मै धर्मवृध्यर्थं स्वकीयम् अमोघम् आशीर्वादम् अपि दत्तवान् इति।	இந்த பதிலில் திருப்தியடைந்த செல்வந்தர், உணவில் பங்கு கொண்டது மட்டுமல்லாமல், அவருக்கு *தர்மம்* (அறம், தர்மம்) பெருகுவதற்காக தனது தவறில்லாத ஆசீர்வாதத்தையும் வழங்கினார்.
श्रेष्ठी महात्मानं कथं सम्मानितवान्?	வணிகர் பெரியவரை எவ்வாறு கௌரவித்தார்?
महात्मा  श्रेष्ठिनं किं किम् अपृच्छत्?	பெரியவர் வணிகரிடம் என்ன கேட்டார்?
श्रेष्ठी महात्मानं किं किम् उदतरत्?	செல்வந்தர் பெரியவரிடம் என்ன கேள்விகள் கேட்டார்?
महात्मा श्रेष्ठिनः उत्तरेण सन्तुष्टः किं कृतवान्?	வணிகரின் பதிலில் திருப்தி அடைந்த மகாத்மா என்ன செய்தார்?
वास्तविकः पुत्रः कः अस्ति? धनम् अपि वास्तविकं किम् अस्ति?	உண்மையான மகன் யார்? உண்மையான செல்வம் என்றால் என்ன?
स्वार्थी परपीडां न जानाति	ஒரு சுயநலவாதிக்கு மற்றவர்களின் துன்பம் தெரியாது ( *பரபிḍāṃ*).
स्वार्थी स्वार्थं विहायान्यत्, किञ्चिन्नैवाभिपश्यति। तस्य कुचेष्टया साधुः, पीडां प्राप्नोति किं नहि?॥	ஒரு சுயநலவாதி, தன் சொந்த நோக்கத்தை (*ஸ்வார்த்தா*) விட்டுவிட்டு, வேறு எதையும் பார்ப்பதில்லை. ஒரு நல்லவன் தன் கெட்ட செயல்களால் துன்பத்தை அனுபவிக்கிறானோ, இல்லையா?
गुरुं प्रसन्नं कर्तुं द्वौ शिष्यौ तस्य चरणयोः रात्रौ शयनसमये संवाहनद्वारा सेवां कर्तुं निर्णयं कृतवन्तौ।	ஆசானைப் பிரியப்படுத்த இரண்டு சீடர்கள் இரவு உறங்கும் போது அவரது பாதங்களை மசாஜ் செய்து அவருக்கு சேவை செய்ய முடிவு செய்தனர்.
द्वयोः अपि पादयोः एकः एव शिष्यः सेवां कर्तुम् इच्छति स्म।	இரண்டு பாதங்களில் ஒரு சீடன் மட்டுமே சேவை செய்ய விரும்பினான்.
अतः द्वयोः परस्परं कलहं दृष्ट्वा गुरुः स्वस्य एकं चरणम् एकस्मै शिष्याय द्वितीयं चरणं च द्वितीयस्मै शिष्याय संवाहयितुं निर्द्दिष्टवान्।	எனவே, இருவரும் ஒருவருக்கொருவர் சண்டையிட்டுக் கொள்வதைக் கண்ட ஆசிரியர், ஒரு சீடனின் ஒரு பாதத்தை மசாஜ் செய்யும்படியும், இரண்டாவது சீடனுக்கு மற்றொரு பாதத்தை மசாஜ் செய்யுமாறும் அறிவுறுத்தினார்.
एवं कलहः तु शान्तः, किन्तु मानसिकः असन्तोषः वर्धमानः एव आसीत्।	இதனால் சண்டை சச்சரவு முற்றினாலும் மன அதிருப்தி அதிகமாகிக் கொண்டே இருந்தது.
अस्मिन् एव अन्तराले एकः शिष्यः स्वमातुः अस्वास्थ्यवृत्तं श्रुत्वा तां द्रष्टुं ग्रामान्तरं गतः।	அந்த இடைவெளியில், ஒரு சீடன், தன் தாயின் நோயைப் பற்றி கேள்விப்பட்டு, அவளைப் பார்க்க வேறொரு கிராமத்திற்குச் சென்றார்.
ततः गुरुः तेन संवाह्यमानं चरणम् अपि संवाहयितुम् अन्यस्मै शिष्याय आदिशत्।	அப்போது ஆசான் வேறொரு சீடனுக்கு மசாஜ் செய்து கொண்டிருந்த பாதத்தைக் கூட மசாஜ் செய்யும்படி கட்டளையிட்டார்.
परन्तु 'अयं चरणः मम विपक्षिणः'	"ஆனால், ""இந்தப் படி (காரணம்) என் எதிரியின் (விபக்ஷிணன்)."""
इति मत्वा तथा सबलं समवाहयत् यथा तस्य पादस्य अस्थ्नः एव भङ्गः अभवत्।	இவ்வாறு எண்ணி முழு பலத்துடன் இழுத்ததால் கால் எலும்பு முறிந்தது.
द्वित्रिदिनानन्तरं प्रत्यावृत्तः शिष्यः यदा गुरोः सेवनीयस्य स्वपादस्य विपक्षिणा कृताम् एतां दुर्दशां दृष्टवान् - तदा क्रोधाविष्टः ततः प्रतिशोधं ग्रहीतुं विपक्षिणा सेव्यमानस्य चरणस्य अपि तत्कालं तादृशीम् एव दशां कृतवान् यादृशी विपक्षिणा तेन सेवनीयस्य चरणस्य कृता आसीत्।	இரண்டு மூன்று நாட்களுக்குப் பிறகு சீடன் திரும்பினான். தன் குருவின் பாதத்திற்குப் போற்றப்பட வேண்டிய இந்தத் துர்பாக்கியத்தை எதிராளி ஒருவன் செய்ததைக் கண்டு அவனுக்குக் கோபம் பொங்கியது. பிறகு, பழிவாங்க, மரியாதைக்குரிய எதிராளியின் காலில், மரியாதைக்குரிய பாதத்தை எதிராளி செய்ததைப் போலவே, உடனடியாகவும் செய்தார்.
अनेन वेदनापीडितः गुरुः तौ द्वौ अपि शिष्यौ जडमती मत्वा स्वसेवातः दूरीकृतवान् इति।	இந்த வேதனையால் வேதனையடைந்த குரு, அந்த இரண்டு சீடர்களையும் மந்தமானவர்கள் என்று நினைத்து, அவர்களைத் தனது சேவையிலிருந்து நீக்கினார்.
द्वौ शिष्यौ किम् इच्छतः स्म ?	இரண்டு மாணவர்களும் விரும்பியது என்ன?
गुरुः तौ किं कर्तुम् आदिशत् ?	ஆசிரியர் அவர்களுக்கு என்ன கட்டளையிட்டார்?
प्रथमशिष्ये ग्रामं गते द्वितीयः शिष्यः किम् अकरोत् ?	முதல் சீடன் கிராமத்திற்குச் சென்றபோது,   இரண்டாவது சீடன் என்ன செய்தார்?
ग्रामात् आगतः प्रथमशिष्यः किम् अकरोत् ?	கிராமத்திலிருந்து வந்த முதல் சீடன் என்ன செய்தார்?
स्वार्थी जनः किं करोति ?	சுயநலக்காரன் என்ன செய்வான்?
अच्छं भगवतः कार्यम्	ஆசீர்வதிக்கப்பட்டவரின் பணி தூய்மையானது.
करोति भगवान् यत्तु, तद् भवत्यच्छमेव हि । मन्दस्तन्मन्यते नैव, तत्फलानुभवं विना ॥	உண்மையில், ஆசீர்வதிக்கப்பட்டவர் எதைச் செய்கிறாரோ, அதுவே தூய்மையாகிறது. மந்தமான புத்திசாலிகள் அதன் பலனை அனுபவிக்காமல் அப்படி நினைப்பதில்லை.
एकः राजा आसीत्।	ஒரு அரசன் இருந்தான்.
"एकवारं लौहद्वारं पिदधतः तस्य हस्तस्य एका अङ्गुलिः छिन्ना, तदा पार्श्वे स्थितस्य अङ्गरक्षकस्य मुखात् सहसा निःसृतम् - ""अच्छम् अभवत्। भगवान् यत् करोति, तद् अच्छम् एव करोति।"""	"ஒருமுறை, இரும்புக் கதவை மூடும்போது,   அவரது கையின் ஒரு விரல் துண்டிக்கப்பட்டது. அப்போது,   அருகில் நின்ற மெய்க்காப்பாளரின் வாயில் இருந்து, சட்டென்று வெளிப்பட்டது: ""நன்றாக நடந்ததே! ஆசீர்வதிக்கப்பட்டவர் (பகவான்) எதைச் செய்தாலும், அவர் நன்றாகவே செய்வார் (அச்சம்)."
"तस्य इदं कथनं श्रुत्वा वेदनार्तः राजा कुपितः भूत्वा तम् आदिशत् - ""दुष्ट दूरम् अपेहि इतः, यावत् अहं न आह्वयेयं, तावत् स्वमुखं मां कदापि मा दर्शय।"""	"இந்தக் கூற்றைக் கேட்ட அரசன், வேதனையும், கோபமும் கொண்டு, அவனுக்குக் கட்டளையிட்டான்: ""பொல்லாதவனே, இங்கிருந்து வெகு தூரம் போ! நான் உன்னை அழைக்கும் வரை, உன் முகத்தை என்னிடம் காட்டாதே."""
अङ्गरक्षकः तं प्रणम्य तत्कालं ततः स्वगृहम् आगतः।	மெய்க்காப்பாளர், அவரை வணங்கிவிட்டு, உடனடியாக தனது சொந்த வீட்டிற்குத் திரும்பினார்.
